Ensembl_gene_identifier	length
ENSG00000263417	470
ENSG00000263424	3305
ENSG00000263426	299
ENSG00000263427	517
ENSG00000263429	1648
ENSG00000263432	297
ENSG00000263433	397
ENSG00000263435	323
ENSG00000263436	81
ENSG00000263438	1076
ENSG00000263439	83
ENSG00000263443	501
ENSG00000263445	65
ENSG00000263450	558
ENSG00000263453	51
ENSG00000263456	114
ENSG00000263458	58
ENSG00000263460	436
ENSG00000263464	600
ENSG00000263465	4028
ENSG00000263466	437
ENSG00000263468	75
ENSG00000263476	75
ENSG00000263477	893
ENSG00000263479	297
ENSG00000263482	1829
ENSG00000263483	676
ENSG00000263485	299
ENSG00000263489	502
ENSG00000263490	263
ENSG00000263494	195
ENSG00000263499	1412
ENSG00000263501	562
ENSG00000263503	1472
ENSG00000263505	872
ENSG00000263508	1219
ENSG00000263510	89
ENSG00000263511	90
ENSG00000263512	100
ENSG00000263513	2297
ENSG00000263514	75
ENSG00000263515	83
ENSG00000263520	277
ENSG00000263526	41
ENSG00000263527	87
ENSG00000263528	3791
ENSG00000263529	301
ENSG00000263531	831
ENSG00000263533	67
ENSG00000263535	672
ENSG00000263537	273
ENSG00000263540	68
ENSG00000263547	2936
ENSG00000263551	1356
ENSG00000263556	294
ENSG00000263558	268
ENSG00000263561	75
ENSG00000263563	1815
ENSG00000263567	505
ENSG00000263571	3753
ENSG00000263572	132
ENSG00000263573	70
ENSG00000263574	1140
ENSG00000263575	79
ENSG00000263581	100
ENSG00000263583	87
ENSG00000263584	71
ENSG00000263585	450
ENSG00000263586	815
ENSG00000263588	453
ENSG00000263590	5243
ENSG00000263593	73
ENSG00000263594	288
ENSG00000263595	295
ENSG00000263597	110
ENSG00000263600	97
ENSG00000263602	68
ENSG00000263603	894
ENSG00000263604	199
ENSG00000263606	1341
ENSG00000263608	252
ENSG00000263609	1675
ENSG00000263611	439
ENSG00000263612	947
ENSG00000263613	517
ENSG00000263615	91
ENSG00000263616	304
ENSG00000263618	916
ENSG00000263620	460
ENSG00000263622	312
ENSG00000263624	1231
ENSG00000263627	379
ENSG00000263628	82
ENSG00000263629	59
ENSG00000263631	54
ENSG00000263634	89
ENSG00000263635	467
ENSG00000263637	302
ENSG00000263639	492
ENSG00000263641	86
ENSG00000263642	80
ENSG00000263643	81
ENSG00000263644	591
ENSG00000263647	492
ENSG00000263648	339
ENSG00000263649	68
ENSG00000263652	73
ENSG00000263655	493
ENSG00000263657	576
ENSG00000263666	135
ENSG00000263667	2050
ENSG00000263669	259
ENSG00000263670	68
ENSG00000263672	238
ENSG00000263674	326
ENSG00000263675	60
ENSG00000263676	61
ENSG00000263677	358
ENSG00000263680	833
ENSG00000263681	73
ENSG00000263682	1647
ENSG00000263683	427
ENSG00000263684	289
ENSG00000263688	264
ENSG00000263690	97
ENSG00000263693	77
ENSG00000263697	85
ENSG00000263698	1039
ENSG00000263705	78
ENSG00000263707	335
ENSG00000263708	259
ENSG00000263709	323
ENSG00000263711	6856
ENSG00000263712	69
ENSG00000263715	2771
ENSG00000263716	889
ENSG00000263717	420
ENSG00000263718	1348
ENSG00000263720	792
ENSG00000263723	79
ENSG00000263724	1332
ENSG00000263725	385
ENSG00000263727	268
ENSG00000263729	145
ENSG00000263730	106
ENSG00000263731	2682
ENSG00000263733	1018
ENSG00000263734	78
ENSG00000263735	81
ENSG00000263740	295
ENSG00000263741	58
ENSG00000263742	75
ENSG00000263744	99
ENSG00000263745	3798
ENSG00000263746	84
ENSG00000263748	997
ENSG00000263749	597
ENSG00000263750	62
ENSG00000263752	78
ENSG00000263753	6652
ENSG00000263755	298
ENSG00000263756	577
ENSG00000263761	1955
ENSG00000263762	93
ENSG00000263763	86
ENSG00000263764	64
ENSG00000263765	1748
ENSG00000263766	1242
ENSG00000263772	355
ENSG00000263776	138
ENSG00000263781	316
ENSG00000263783	54
ENSG00000263785	63
ENSG00000263786	717
ENSG00000263787	687
ENSG00000263788	295
ENSG00000263790	91
ENSG00000263793	68
ENSG00000263794	287
ENSG00000263795	119
ENSG00000263797	544
ENSG00000263798	2801
ENSG00000263800	65
ENSG00000263809	3087
ENSG00000263811	73
ENSG00000263812	3036
ENSG00000263813	68
ENSG00000263815	295
ENSG00000263816	65
ENSG00000263818	4171
ENSG00000263821	1101
ENSG00000263823	1582
ENSG00000263826	2400
ENSG00000263828	80
ENSG00000263829	658
ENSG00000263831	79
ENSG00000263834	79
ENSG00000263838	80
ENSG00000263841	302
ENSG00000263843	2527
ENSG00000263846	931
ENSG00000263847	544
ENSG00000263849	82
ENSG00000263857	72
ENSG00000263858	77
ENSG00000263859	782
ENSG00000263860	280
ENSG00000263861	71
ENSG00000263862	900
ENSG00000263863	242
ENSG00000263870	510
ENSG00000263872	90
ENSG00000263873	632
ENSG00000263874	3692
ENSG00000263878	757
ENSG00000263881	91
ENSG00000263882	290
ENSG00000263883	513
ENSG00000263884	2131
ENSG00000263885	86
ENSG00000263887	1500
ENSG00000263890	66
ENSG00000263892	66
ENSG00000263893	889
ENSG00000263894	77
ENSG00000263895	332
ENSG00000263897	62
ENSG00000263904	468
ENSG00000263905	339
ENSG00000263908	74
ENSG00000263909	103
ENSG00000263914	1039
ENSG00000263916	483
ENSG00000263917	565
ENSG00000263918	65
ENSG00000263923	622
ENSG00000263924	348
ENSG00000263926	58
ENSG00000263932	86
ENSG00000263934	699
ENSG00000263935	389
ENSG00000263938	776
ENSG00000263940	335
ENSG00000263941	281
ENSG00000263944	282
ENSG00000263945	110
ENSG00000263946	739
ENSG00000263952	800
ENSG00000263955	291
ENSG00000263956	5947
ENSG00000263958	534
ENSG00000263961	2181
ENSG00000263963	74
ENSG00000263964	94
ENSG00000263967	95
ENSG00000263968	298
ENSG00000263969	299
ENSG00000263970	193
ENSG00000263972	53
ENSG00000263973	80
ENSG00000263974	273
ENSG00000263976	121
ENSG00000263978	69
ENSG00000263979	81
ENSG00000263981	89
ENSG00000263982	398
ENSG00000263986	504
ENSG00000263987	72
ENSG00000263988	298
ENSG00000263989	298
ENSG00000263990	488
ENSG00000263993	298
ENSG00000263999	294
ENSG00000264000	456
ENSG00000264002	284
ENSG00000264004	72
ENSG00000264005	92
ENSG00000264006	2335
ENSG00000264007	638
ENSG00000264010	73
ENSG00000264012	359
ENSG00000264013	103
ENSG00000264014	68
ENSG00000264015	562
ENSG00000264016	941
ENSG00000264017	297
ENSG00000264019	527
ENSG00000264023	404
ENSG00000264024	52
ENSG00000264026	1833
ENSG00000264028	267
ENSG00000264029	244
ENSG00000264030	264
ENSG00000264031	187
ENSG00000264032	68
ENSG00000264036	258
ENSG00000264037	67
ENSG00000264040	331
ENSG00000264041	294
ENSG00000264044	1515
ENSG00000264047	282
ENSG00000264049	81
ENSG00000264050	715
ENSG00000264054	141
ENSG00000264056	79
ENSG00000264057	968
ENSG00000264058	5393
ENSG00000264060	71
ENSG00000264061	288
ENSG00000264063	61
ENSG00000264066	895
ENSG00000264067	641
ENSG00000264069	100
ENSG00000264070	1059
ENSG00000264071	282
ENSG00000264072	422
ENSG00000264073	88
ENSG00000264075	82
ENSG00000264078	480
ENSG00000264080	574
ENSG00000264083	563
ENSG00000264084	83
ENSG00000264089	72
ENSG00000264090	81
ENSG00000264092	301
ENSG00000264093	234
ENSG00000264099	74
ENSG00000264101	70
ENSG00000264102	83
ENSG00000264104	2484
ENSG00000264105	93
ENSG00000264107	492
ENSG00000264108	211
ENSG00000264110	96
ENSG00000264112	5812
ENSG00000264113	342
ENSG00000264115	153
ENSG00000264116	2506
ENSG00000264119	89
ENSG00000264125	697
ENSG00000264127	1100
ENSG00000264128	302
ENSG00000264131	189
ENSG00000264136	80
ENSG00000264138	417
ENSG00000264139	74
ENSG00000264141	58
ENSG00000264145	675
ENSG00000264148	166
ENSG00000264149	417
ENSG00000264150	429
ENSG00000264151	2557
ENSG00000264157	76
ENSG00000264158	75
ENSG00000264160	75
ENSG00000264163	148
ENSG00000264164	507
ENSG00000264167	466
ENSG00000264168	949
ENSG00000264169	300
ENSG00000264171	102
ENSG00000264172	599
ENSG00000264174	662
ENSG00000264175	73
ENSG00000264176	510
ENSG00000264177	4955
ENSG00000264179	520
ENSG00000264186	427
ENSG00000264187	1693
ENSG00000264188	336
ENSG00000264189	997
ENSG00000264192	296
ENSG00000264193	253
ENSG00000264196	624
ENSG00000264200	75
ENSG00000264201	63
ENSG00000264204	2062
ENSG00000264207	1234
ENSG00000264210	84
ENSG00000264211	80
ENSG00000264212	922
ENSG00000264215	1514
ENSG00000264217	330
ENSG00000264226	82
ENSG00000264229	127
ENSG00000264230	2860
ENSG00000264232	559
ENSG00000264233	43
ENSG00000264235	1063
ENSG00000264236	658
ENSG00000264240	283
ENSG00000264243	816
ENSG00000264245	304
ENSG00000264246	208
ENSG00000264247	3742
ENSG00000264249	105
ENSG00000264250	262
ENSG00000264251	270
ENSG00000264254	471
ENSG00000264257	628
ENSG00000264260	479
ENSG00000264262	254
ENSG00000264265	500
ENSG00000264266	73
ENSG00000264268	78
ENSG00000264269	659
ENSG00000264270	637
ENSG00000264271	286
ENSG00000264272	513
ENSG00000264273	463
ENSG00000264274	74
ENSG00000264275	290
ENSG00000264278	1295
ENSG00000264279	80
ENSG00000264281	78
ENSG00000264289	292
ENSG00000264290	465
ENSG00000264292	81
ENSG00000264293	293
ENSG00000264294	80
ENSG00000264295	84
ENSG00000264296	445
ENSG00000264297	102
ENSG00000264300	299
ENSG00000264301	1336
ENSG00000264304	562
ENSG00000264309	80
ENSG00000264311	430
ENSG00000264313	259
ENSG00000264314	58
ENSG00000264315	956
ENSG00000264316	781
ENSG00000264317	324
ENSG00000264319	82
ENSG00000264322	295
ENSG00000264324	5059
ENSG00000264330	120
ENSG00000264334	788
ENSG00000264339	464
ENSG00000264340	331
ENSG00000264341	73
ENSG00000264342	100
ENSG00000264343	6443
ENSG00000264345	564
ENSG00000264346	125
ENSG00000264349	91
ENSG00000264350	226
ENSG00000264352	324
ENSG00000264354	74
ENSG00000264357	72
ENSG00000264358	73
ENSG00000264359	1012
ENSG00000264364	6805
ENSG00000264365	567
ENSG00000264370	78
ENSG00000264371	84
ENSG00000264373	90
ENSG00000264377	73
ENSG00000264379	76
ENSG00000264384	305
ENSG00000264386	86
ENSG00000264387	95
ENSG00000264388	348
ENSG00000264390	70
ENSG00000264391	296
ENSG00000264395	55
ENSG00000264397	153
ENSG00000264399	47
ENSG00000264400	269
ENSG00000264402	97
ENSG00000264404	1217
ENSG00000264405	102
ENSG00000264406	96
ENSG00000264408	72
ENSG00000264419	88
ENSG00000264421	380
ENSG00000264422	353
ENSG00000264423	303
ENSG00000264424	6016
ENSG00000264425	83
ENSG00000264426	80
ENSG00000264429	84
ENSG00000264431	1507
ENSG00000264434	468
ENSG00000264435	514
ENSG00000264438	264
ENSG00000264443	1445
ENSG00000264444	512
ENSG00000264448	949
ENSG00000264449	847
ENSG00000264451	701
ENSG00000264452	76
ENSG00000264456	1661
ENSG00000264458	373
ENSG00000264462	180
ENSG00000264464	2190
ENSG00000264468	70
ENSG00000264470	77
ENSG00000264472	559
ENSG00000264474	75
ENSG00000264475	607
ENSG00000264477	76
ENSG00000264480	77
ENSG00000264482	71
ENSG00000264483	94
ENSG00000264484	299
ENSG00000264486	776
ENSG00000264488	265
ENSG00000264490	1918
ENSG00000264491	460
ENSG00000264493	73
ENSG00000264494	76
ENSG00000264497	115
ENSG00000264500	67
ENSG00000264501	293
ENSG00000264503	145
ENSG00000264511	94
ENSG00000264512	59
ENSG00000264513	478
ENSG00000264514	548
ENSG00000264515	3126
ENSG00000264519	288
ENSG00000264520	368
ENSG00000264522	12177
ENSG00000264525	80
ENSG00000264529	652
ENSG00000264530	260
ENSG00000264534	57
ENSG00000264536	80
ENSG00000264538	3776
ENSG00000264539	57
ENSG00000264540	289
ENSG00000264545	935
ENSG00000264546	1707
ENSG00000264548	2368
ENSG00000264549	68
ENSG00000264553	86
ENSG00000264554	296
ENSG00000264558	267
ENSG00000264559	82
ENSG00000264562	343
ENSG00000264563	79
ENSG00000264564	130
ENSG00000264566	100
ENSG00000264569	709
ENSG00000264570	2975
ENSG00000264571	78
ENSG00000264572	88
ENSG00000264573	301
ENSG00000264574	63
ENSG00000264575	1875
ENSG00000264577	899
ENSG00000264578	729
ENSG00000264580	87
ENSG00000264582	296
ENSG00000264583	73
ENSG00000264585	66
ENSG00000264587	986
ENSG00000264589	7150
ENSG00000264592	256
ENSG00000264595	594
ENSG00000264596	1613
ENSG00000264598	427
ENSG00000264603	74
ENSG00000264607	68
ENSG00000264608	458
ENSG00000264610	69
ENSG00000264613	300
ENSG00000264614	63
ENSG00000264615	281
ENSG00000264616	72
ENSG00000264617	538
ENSG00000264618	300
ENSG00000264621	65
ENSG00000264622	469
ENSG00000264623	81
ENSG00000264630	2647
ENSG00000264633	67
ENSG00000264634	440
ENSG00000264635	1605
ENSG00000264638	74
ENSG00000264643	307
ENSG00000264644	1246
ENSG00000264647	278
ENSG00000264653	120
ENSG00000264655	487
ENSG00000264657	74
ENSG00000264658	75
ENSG00000264659	523
ENSG00000264660	621
ENSG00000264661	85
ENSG00000264662	379
ENSG00000264663	1044
ENSG00000264666	425
ENSG00000264668	2897
ENSG00000264672	1575
ENSG00000264673	686
ENSG00000264675	85
ENSG00000264676	262
ENSG00000264678	90
ENSG00000264684	78
ENSG00000264685	898
ENSG00000264689	262
ENSG00000264693	661
ENSG00000264695	459
ENSG00000264697	154
ENSG00000264698	72
ENSG00000264699	496
ENSG00000264701	531
ENSG00000264703	72
ENSG00000264705	2074
ENSG00000264706	286
ENSG00000264707	2044
ENSG00000264712	92
ENSG00000264714	3016
ENSG00000264717	1956
ENSG00000264720	78
ENSG00000264722	65
ENSG00000264725	76
ENSG00000264727	2607
ENSG00000264729	302
ENSG00000264732	68
ENSG00000264733	51
ENSG00000264734	720
ENSG00000264735	958
ENSG00000264736	1990
ENSG00000264737	87
ENSG00000264739	2166
ENSG00000264741	73
ENSG00000264743	568
ENSG00000264744	72
ENSG00000264745	817
ENSG00000264747	81
ENSG00000264750	173
ENSG00000264754	612
ENSG00000264755	63
ENSG00000264757	80
ENSG00000264760	61
ENSG00000264763	85
ENSG00000264764	78
ENSG00000264765	771
ENSG00000264767	287
ENSG00000264769	563
ENSG00000264772	4554
ENSG00000264773	77
ENSG00000264775	496
ENSG00000264781	70
ENSG00000264785	446
ENSG00000264788	77
ENSG00000264790	922
ENSG00000264791	375
ENSG00000264792	84
ENSG00000264793	74
ENSG00000264796	100
ENSG00000264800	76
ENSG00000264801	1617
ENSG00000264802	120
ENSG00000264803	81
ENSG00000264808	762
ENSG00000264809	275
ENSG00000264810	100
ENSG00000264811	334
ENSG00000264812	680
ENSG00000264813	4862
ENSG00000264814	77
ENSG00000264823	84
ENSG00000264824	113
ENSG00000264825	366
ENSG00000264829	352
ENSG00000264833	294
ENSG00000264834	99
ENSG00000264837	823
ENSG00000264840	281
ENSG00000264843	823
ENSG00000264845	612
ENSG00000264850	57
ENSG00000264853	2790
ENSG00000264857	85
ENSG00000264859	2024
ENSG00000264860	588
ENSG00000264862	298
ENSG00000264864	87
ENSG00000264869	346
ENSG00000264874	109
ENSG00000264876	928
ENSG00000264879	240
ENSG00000264880	525
ENSG00000264881	86
ENSG00000264885	1833
ENSG00000264892	205
ENSG00000264895	2170
ENSG00000264897	85
ENSG00000264901	92
ENSG00000264902	82
ENSG00000264906	84
ENSG00000264907	545
ENSG00000264910	280
ENSG00000264911	658
ENSG00000264914	459
ENSG00000264916	303
ENSG00000264920	4286
ENSG00000264922	55
ENSG00000264924	507
ENSG00000264926	78
ENSG00000264930	316
ENSG00000264931	82
ENSG00000264932	563
ENSG00000264933	257
ENSG00000264934	99
ENSG00000264937	240
ENSG00000264940	581
ENSG00000264941	78
ENSG00000264943	1082
ENSG00000264947	73
ENSG00000264954	2926
ENSG00000264956	2920
ENSG00000264958	1229
ENSG00000264961	76
ENSG00000264963	343
ENSG00000264964	466
ENSG00000264966	85
ENSG00000264968	965
ENSG00000264970	2969
ENSG00000264971	421
ENSG00000264974	82
ENSG00000264975	94
ENSG00000264978	297
ENSG00000264979	91
ENSG00000264981	356
ENSG00000264982	772
ENSG00000264984	68
ENSG00000264985	4838
ENSG00000264986	88
ENSG00000264990	1629
ENSG00000264994	85
ENSG00000264997	71
ENSG00000264999	84
ENSG00000265000	1811
ENSG00000265003	81
ENSG00000265005	74
ENSG00000265007	85
ENSG00000265008	473
ENSG00000265010	321
ENSG00000265014	85
ENSG00000265015	467
ENSG00000265018	2400
ENSG00000265019	294
ENSG00000265028	74
ENSG00000265031	102
ENSG00000265033	294
ENSG00000265038	730
ENSG00000265041	942
ENSG00000265043	3703
ENSG00000265046	397
ENSG00000265052	275
ENSG00000265055	650
ENSG00000265056	82
ENSG00000265057	77
ENSG00000265060	846
ENSG00000265061	68
ENSG00000265064	63
ENSG00000265069	2295
ENSG00000265073	754
ENSG00000265075	95
ENSG00000265078	305
ENSG00000265083	90
ENSG00000265089	74
ENSG00000265091	977
ENSG00000265092	83
ENSG00000265093	296
ENSG00000265094	281
ENSG00000265095	449
ENSG00000265096	966
ENSG00000265097	1214
ENSG00000265098	68
ENSG00000265099	322
ENSG00000265100	1310
ENSG00000265101	523
ENSG00000265102	109
ENSG00000265107	3292
ENSG00000265110	70
ENSG00000265112	82
ENSG00000265113	428
ENSG00000265115	561
ENSG00000265118	1242
ENSG00000265121	597
ENSG00000265123	288
ENSG00000265125	1324
ENSG00000265126	567
ENSG00000265128	502
ENSG00000265134	80
ENSG00000265135	77
ENSG00000265136	456
ENSG00000265137	77
ENSG00000265139	271
ENSG00000265140	66
ENSG00000265141	299
ENSG00000265142	4376
ENSG00000265144	74
ENSG00000265145	78
ENSG00000265148	3601
ENSG00000265154	96
ENSG00000265158	2759
ENSG00000265160	99
ENSG00000265163	467
ENSG00000265164	105
ENSG00000265165	84
ENSG00000265168	298
ENSG00000265170	298
ENSG00000265172	54
ENSG00000265174	658
ENSG00000265176	81
ENSG00000265178	67
ENSG00000265179	3902
ENSG00000265180	79
ENSG00000265181	87
ENSG00000265182	1750
ENSG00000265185	758
ENSG00000265188	913
ENSG00000265190	4955
ENSG00000265193	83
ENSG00000265194	3017
ENSG00000265195	76
ENSG00000265201	80
ENSG00000265203	4276
ENSG00000265204	564
ENSG00000265205	499
ENSG00000265206	1625
ENSG00000265210	63
ENSG00000265213	74
ENSG00000265214	80
ENSG00000265215	84
ENSG00000265217	852
ENSG00000265218	1357
ENSG00000265222	927
ENSG00000265226	88
ENSG00000265227	74
ENSG00000265233	169
ENSG00000265236	78
ENSG00000265237	82
ENSG00000265240	1297
ENSG00000265241	5585
ENSG00000265243	424
ENSG00000265246	614
ENSG00000265247	80
ENSG00000265251	67
ENSG00000265252	75
ENSG00000265253	67
ENSG00000265254	493
ENSG00000265257	1050
ENSG00000265258	76
ENSG00000265260	299
ENSG00000265261	2747
ENSG00000265262	358
ENSG00000265263	1660
ENSG00000265265	396
ENSG00000265272	279
ENSG00000265273	1441
ENSG00000265279	941
ENSG00000265281	104
ENSG00000265282	552
ENSG00000265284	58
ENSG00000265287	1083
ENSG00000265289	591
ENSG00000265291	56
ENSG00000265293	949
ENSG00000265296	1997
ENSG00000265298	892
ENSG00000265301	82
ENSG00000265303	557
ENSG00000265304	60
ENSG00000265306	84
ENSG00000265313	1216
ENSG00000265315	281
ENSG00000265316	578
ENSG00000265319	270
ENSG00000265321	83
ENSG00000265322	75
ENSG00000265327	300
ENSG00000265328	84
ENSG00000265331	115
ENSG00000265333	75
ENSG00000265334	638
ENSG00000265337	475
ENSG00000265340	945
ENSG00000265342	372
ENSG00000265345	113
ENSG00000265347	65
ENSG00000265349	212
ENSG00000265352	1101
ENSG00000265354	1222
ENSG00000265355	78
ENSG00000265356	1844
ENSG00000265357	73
ENSG00000265359	258
ENSG00000265366	669
ENSG00000265368	70
ENSG00000265369	2598
ENSG00000265370	80
ENSG00000265372	77
ENSG00000265373	88
ENSG00000265374	555
ENSG00000265375	77
ENSG00000265376	84
ENSG00000265378	397
ENSG00000265380	555
ENSG00000265386	296
ENSG00000265388	284
ENSG00000265390	91
ENSG00000265392	63
ENSG00000265393	338
ENSG00000265394	385
ENSG00000265395	108
ENSG00000265396	66
ENSG00000265399	1771
ENSG00000265400	718
ENSG00000265401	461
ENSG00000265402	472
ENSG00000265407	72
ENSG00000265408	317
ENSG00000265411	281
ENSG00000265413	2315
ENSG00000265415	321
ENSG00000265417	1105
ENSG00000265418	58
ENSG00000265420	83
ENSG00000265421	66
ENSG00000265422	82
ENSG00000265423	78
ENSG00000265425	755
ENSG00000265428	302
ENSG00000265429	79
ENSG00000265432	81
ENSG00000265433	91
ENSG00000265435	77
ENSG00000265437	510
ENSG00000265439	298
ENSG00000265442	103
ENSG00000265443	460
ENSG00000265444	76
ENSG00000265445	373
ENSG00000265450	81
ENSG00000265451	682
ENSG00000265452	84
ENSG00000265453	322
ENSG00000265456	82
ENSG00000265458	456
ENSG00000265460	1294
ENSG00000265462	87
ENSG00000265465	74
ENSG00000265469	325
ENSG00000265470	58
ENSG00000265472	318
ENSG00000265474	521
ENSG00000265477	454
ENSG00000265478	985
ENSG00000265479	5053
ENSG00000265480	2086
ENSG00000265483	53
ENSG00000265484	567
ENSG00000265485	6350
ENSG00000265486	280
ENSG00000265487	244
ENSG00000265489	3679
ENSG00000265490	326
ENSG00000265491	11041
ENSG00000265494	1982
ENSG00000265496	582
ENSG00000265499	77
ENSG00000265503	75
ENSG00000265507	80
ENSG00000265510	85
ENSG00000265511	795
ENSG00000265514	815
ENSG00000265519	347
ENSG00000265520	80
ENSG00000265521	78
ENSG00000265526	62
ENSG00000265527	73
ENSG00000265531	1127
ENSG00000265533	2991
ENSG00000265535	298
ENSG00000265537	94
ENSG00000265538	69
ENSG00000265539	83
ENSG00000265541	357
ENSG00000265542	612
ENSG00000265544	632
ENSG00000265545	229
ENSG00000265547	517
ENSG00000265552	663
ENSG00000265554	412
ENSG00000265555	2149
ENSG00000265556	301
ENSG00000265558	93
ENSG00000265559	300
ENSG00000265561	50
ENSG00000265564	307
ENSG00000265565	63
ENSG00000265566	281
ENSG00000265567	325
ENSG00000265574	1029
ENSG00000265579	2206
ENSG00000265584	101
ENSG00000265588	85
ENSG00000265590	1026
ENSG00000265593	559
ENSG00000265595	78
ENSG00000265596	99
ENSG00000265598	81
ENSG00000265599	83
ENSG00000265606	74
ENSG00000265612	60
ENSG00000265614	367
ENSG00000265617	64
ENSG00000265618	1121
ENSG00000265623	76
ENSG00000265625	1052
ENSG00000265626	182
ENSG00000265630	203
ENSG00000265631	569
ENSG00000265635	87
ENSG00000265639	847
ENSG00000265641	55
ENSG00000265643	432
ENSG00000265644	573
ENSG00000265646	1347
ENSG00000265648	284
ENSG00000265653	57
ENSG00000265656	447
ENSG00000265657	76
ENSG00000265658	75
ENSG00000265658	75
ENSG00000265660	71
ENSG00000265664	229
ENSG00000265666	1790
ENSG00000265669	72
ENSG00000265670	387
ENSG00000265671	351
ENSG00000265673	70
ENSG00000265675	299
ENSG00000265678	555
ENSG00000265681	2466
ENSG00000265682	82
ENSG00000265683	727
ENSG00000265684	298
ENSG00000265688	1895
ENSG00000265689	372
ENSG00000265690	2009
ENSG00000265691	86
ENSG00000265692	1810
ENSG00000265693	130
ENSG00000265694	76
ENSG00000265697	563
ENSG00000265698	337
ENSG00000265699	67
ENSG00000265702	3892
ENSG00000265706	78
ENSG00000265712	685
ENSG00000265713	955
ENSG00000265717	598
ENSG00000265719	72
ENSG00000265724	81
ENSG00000265725	79
ENSG00000265727	301
ENSG00000265728	855
ENSG00000265733	201
ENSG00000265734	93
ENSG00000265735	321
ENSG00000265737	586
ENSG00000265739	546
ENSG00000265740	296
ENSG00000265743	409
ENSG00000265744	68
ENSG00000265745	298
ENSG00000265746	1329
ENSG00000265749	1408
ENSG00000265750	735
ENSG00000265751	679
ENSG00000265752	1061
ENSG00000265753	300
ENSG00000265758	955
ENSG00000265763	3496
ENSG00000265766	1955
ENSG00000265768	77
ENSG00000265775	536
ENSG00000265776	65
ENSG00000265777	278
ENSG00000265778	1393
ENSG00000265781	374
ENSG00000265784	456
ENSG00000265786	499
ENSG00000265787	2876
ENSG00000265788	3579
ENSG00000265789	105
ENSG00000265790	742
ENSG00000265791	308
ENSG00000265793	75
ENSG00000265794	561
ENSG00000265798	2513
ENSG00000265799	982
ENSG00000265800	400
ENSG00000265801	430
ENSG00000265802	298
ENSG00000265806	67
ENSG00000265808	9034
ENSG00000265810	151
ENSG00000265813	318
ENSG00000265814	264
ENSG00000265815	100
ENSG00000265817	3597
ENSG00000265818	768
ENSG00000265820	82
ENSG00000265822	83
ENSG00000265828	106
ENSG00000265829	66
ENSG00000265831	75
ENSG00000265833	73
ENSG00000265836	537
ENSG00000265840	287
ENSG00000265841	75
ENSG00000265843	2094
ENSG00000265844	560
ENSG00000265845	996
ENSG00000265846	70
ENSG00000265847	78
ENSG00000265848	74
ENSG00000265850	71
ENSG00000265853	232
ENSG00000265855	57
ENSG00000265859	77
ENSG00000265861	66
ENSG00000265863	1591
ENSG00000265867	86
ENSG00000265871	87
ENSG00000265872	78
ENSG00000265873	70
ENSG00000265874	62
ENSG00000265878	99
ENSG00000265879	82
ENSG00000265881	607
ENSG00000265882	252
ENSG00000265883	164
ENSG00000265885	301
ENSG00000265888	553
ENSG00000265889	102
ENSG00000265892	306
ENSG00000265894	298
ENSG00000265897	224
ENSG00000265902	70
ENSG00000265905	283
ENSG00000265907	857
ENSG00000265908	599
ENSG00000265912	2474
ENSG00000265916	634
ENSG00000265917	62
ENSG00000265918	299
ENSG00000265919	76
ENSG00000265924	91
ENSG00000265927	1027
ENSG00000265929	115
ENSG00000265932	79
ENSG00000265933	4866
ENSG00000265934	478
ENSG00000265935	403
ENSG00000265936	173
ENSG00000265939	510
ENSG00000265942	303
ENSG00000265943	570
ENSG00000265944	603
ENSG00000265946	378
ENSG00000265948	361
ENSG00000265954	61
ENSG00000265956	70
ENSG00000265957	85
ENSG00000265961	114
ENSG00000265962	818
ENSG00000265964	560
ENSG00000265965	55
ENSG00000265967	554
ENSG00000265971	355
ENSG00000265972	3625
ENSG00000265973	1091
ENSG00000265975	557
ENSG00000265976	90
ENSG00000265980	471
ENSG00000265981	78
ENSG00000265982	96
ENSG00000265984	428
ENSG00000265986	69
ENSG00000265987	403
ENSG00000265991	58
ENSG00000265992	3140
ENSG00000265993	76
ENSG00000265994	965
ENSG00000265995	287
ENSG00000265996	88
ENSG00000266002	215
ENSG00000266003	1347
ENSG00000266006	62
ENSG00000266009	166
ENSG00000266010	3173
ENSG00000266012	88
ENSG00000266013	294
ENSG00000266014	391
ENSG00000266015	83
ENSG00000266016	97
ENSG00000266017	81
ENSG00000266019	80
ENSG00000266028	15675
ENSG00000266036	565
ENSG00000266038	81
ENSG00000266039	94
ENSG00000266041	60
ENSG00000266042	109
ENSG00000266043	66
ENSG00000266048	117
ENSG00000266049	1049
ENSG00000266050	211
ENSG00000266052	76
ENSG00000266053	1432
ENSG00000266059	294
ENSG00000266063	74
ENSG00000266065	567
ENSG00000266066	3668
ENSG00000266071	79
ENSG00000266072	73
ENSG00000266074	13473
ENSG00000266075	297
ENSG00000266076	1616
ENSG00000266078	84
ENSG00000266079	701
ENSG00000266086	2270
ENSG00000266088	1198
ENSG00000266094	6976
ENSG00000266097	92
ENSG00000266099	71
ENSG00000266100	563
ENSG00000266101	573
ENSG00000266102	472
ENSG00000266104	59
ENSG00000266105	586
ENSG00000266106	651
ENSG00000266107	75
ENSG00000266109	98
ENSG00000266110	80
ENSG00000266111	419
ENSG00000266114	575
ENSG00000266117	471
ENSG00000266120	224
ENSG00000266124	53
ENSG00000266126	366
